address,metro_stations,total_info,price,price_per_meter,developer,additional_flat_info,bti_house_data
"Москва, ЮАО, р-н Даниловский, Автозаводская ул.На карте",Технопарк ⋅ 12 мин. пешкомЗИЛ ⋅ 5 мин. на транспортеКоломенская ⋅ 4 мин. на транспорте,"43,5 м²
Общая
15,3 м²
Жилая
19,7 м²
Кухня
7 из 10
Этаж
2 кв. 2022
Срок сдачи",12 958 149 ₽,N_A,Эталон,"Тип жилья
Новостройка
Площадь комнат
15.30 м²
Высота потолков
3,1 м",N_A
"Москва, ЗАО, р-н Кунцево, ул. Академика Павлова, 38На карте",Молодежная ⋅ 10 мин. пешкомКрылатское ⋅ 16 мин. пешкомМневники откроется в 2021 ⋅ 5 мин. на транспорте,"39,4 м²
Общая
11,4 м²
Жилая
19,7 м²
Кухня
4 из 25
Этаж
1 кв. 2023
Срок сдачи",10 673 460 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
11.4 м²
Высота потолков
2,85 м
Санузел
1 совмещенный
Вид из окон
Во двор
Отделка
Чистовая",N_A
"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 3к7На карте",Фили ⋅ 20 мин. пешкомБагратионовская ⋅ 4 мин. на транспортеФилевский парк ⋅ 5 мин. на транспорте,"56,07 м²
Общая
21,1 м²
Жилая
18,2 м²
Кухня
6 из 29
Этаж
4 кв. 2020
Срок сдачи",21 654 486 ₽,N_A,Главстрой,"Тип жилья
Новостройка
Площадь комнат
9.65-11.42 м²
Высота потолков
3 м
Санузел
1 раздельный
Вид из окон
Во двор
Отделка
Чистовая",N_A
"Москва, ЮВАО, р-н Рязанский, Рязанский просп., с26к2На карте",Окская ⋅ 5 мин. пешкомРязанский проспект ⋅ 15 мин. пешкомКузьминки ⋅ 4 мин. на транспорте,"41,7 м²
Общая
17,2 м²
Жилая
14,4 м²
Кухня
28 из 30
Этаж
3 кв. 2021
Срок сдачи",10 779 450 ₽,N_A,Главстрой,"Тип жилья
Новостройка
Площадь комнат
8.7-8.5 м²
Высота потолков
2,7 м
Санузел
1 раздельный
Вид из окон
На улицу
Отделка
Чистовая",N_A
"Москва, САО, р-н Дмитровский, Лобненская ул., 13к3На карте",Марк ⋅ 6 мин. на транспортеУлица 800-летия Москвы откроется в 2022 ⋅ 3 мин. на транспортеЛианозово ⋅ 4 мин. на транспорте,"38,19 м²
Общая
11,6 м²
Жилая
18,8 м²
Кухня
18 из 33
Этаж
4 кв. 2022
Срок сдачи",8 012 262 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
11.63 м²
Высота потолков
2,75 м
Санузел
1 совмещенный
Вид из окон
Во двор
Отделка
Чистовая",N_A
"Москва, ЮВАО, р-н Некрасовка, ул. Вертолетчиков, 4На карте",Некрасовка ⋅ 14 мин. пешкомЛухмановская ⋅ 5 мин. на транспорте,"35,6 м²
Общая
18,3 м²
Жилая
10,2 м²
Кухня
8 из 17
Этаж",7 060 628 ₽,N_A,СТРОЙИНВЕСТ,"Тип жилья
Вторичка
Санузел
1 совмещенный
Ремонт
Без ремонта","О доме
По данным Циан
Год постройки
2019
Тип перекрытий
Железобетонные
Подъезды
2
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет"
"Москва, ВАО, р-н Метрогородок, Открытое ш., 22На карте",Бульвар Рокоссовского ⋅ 16 мин. пешкомЩелковская ⋅ 5 мин. на транспортеПартизанская ⋅ 5 мин. на транспорте,"40 м²
Общая
16,3 м²
Жилая
23 из 24
Этаж
4 кв. 2020
Срок сдачи",9 884 000 ₽,N_A,AFI Development,"Тип жилья
Новостройка
Площадь комнат
16.3 м²
Высота потолков
3 м
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия",N_A
"Москва, ЗАО, р-н Раменки, 1-й Сетуньский проездНа карте",Спортивная ⋅ 5 мин. на транспортеЛужники ⋅ 6 мин. на транспортеВоробьевы горы ⋅ 4 мин. на транспорте,"45,96 м²
Общая
29,8 м²
Жилая
6,3 м²
Кухня
9 из 41
Этаж
1 кв. 2023
Срок сдачи",17 970 360 ₽,N_A,MR Group,"Тип жилья
Новостройка
Площадь комнат
11.8-18.03 м²
Санузел
1 совмещенный",N_A
"Москва, НАО (Новомосковский), Сосенское поселение, Саларьево Парк жилой комплекс, 43На карте",Филатов Луг ⋅ 5 мин. на транспортеПрокшино ⋅ 7 мин. на транспортеРумянцево ⋅ 6 мин. на транспорте,"70,8 м²
Общая
32,8 м²
Жилая
21,7 м²
Кухня
2 из 9
Этаж
3 кв. 2022
Срок сдачи",9 296 040 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
19-13.8 м²
Высота потолков
2,65 м
Санузел
2 раздельных
Вид из окон
На улицу
Отделка
Чистовая",N_A
"Москва, ЦАО, р-н Хамовники, ул. Тимура Фрунзе, 22На карте",Парк Культуры ⋅ 6 мин. пешкомСмоленская ⋅ 4 мин. на транспортеФрунзенская ⋅ 15 мин. пешком,"78,7 м²
Общая
49,7 м²
Жилая
3 из 5
Этаж
1912
Построен",33 900 000 ₽,N_A,N_A,"Тип жилья
Вторичка
Планировка
Смежно-изолированная
Высота потолков
3,3 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
1912
Тип дома
Кирпичный
Тип перекрытий
Железобетонные
Подъезды
3
Отопление
Центральное
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Нет
Газоснабжение
Центральное"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15На карте",Международная ⋅ 5 мин. пешкомДеловой центр ⋅ 6 мин. пешкомВыставочная ⋅ 8 мин. пешком,"45,1 м²
Общая
20 м²
Жилая
7 м²
Кухня
55 из 75
Этаж
2020
Построен",24 500 000 ₽,"24 500 000 ₽543 237 ₽/м²
Покупаете в ипотеку?",Capital Mars,"Тип жилья
Вторичка Апартаменты
Площадь комнат
20 м²
Высота потолков
3 м
Санузел
1 совмещенный
Ремонт
Без ремонта
Вид из окон
На улицу","О доме
По данным Циан
Год постройки
2013
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет"
"Москва, ЮАО, р-н Нагорный, Электролитный проезд",Нагорная ⋅ 7 мин. пешкомНагатинская ⋅ 20 мин. пешкомНахимовский проспект ⋅ 3 мин. на транспорте,"49,33 м²
Общая
27,5 м²
Жилая
5,4 м²
Кухня
12 из 26
Этаж
1 кв. 2023
Срок сдачи",16 024 751 ₽,N_A,Инград,N_A,N_A
"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1С1На карте",Александровский садАрбатскаяБиблиотека им. Ленина ⋅ 10 мин. пешком,"73 м²
Общая
2 из 7
Этаж",70 000 000 ₽,N_A,CAPITALESTATE,"Тип жилья
Вторичка Апартаменты
Планировка
Изолированная
Высота потолков
3,5 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
На улицу","О доме
По данным Циан
Год постройки
2017
Тип дома
Блочный
Подъезды
8
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Газоснабжение
Центральное"
"Москва, САО, р-н Головинский, Кронштадтский бул., 9На карте",Водный стадион ⋅ 5 мин. пешкомРечной вокзал ⋅ 5 мин. на транспортеБалтийская ⋅ 3 мин. на транспорте,"63,6 м²
Общая
26,3 м²
Жилая
16,7 м²
Кухня
2 из 21
Этаж
4 кв. 2022
Срок сдачи",14 411 760 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
14.4-11.9 м²
Высота потолков
2,8 м
Санузел
2 совмещенных
Отделка
Чистовая",N_A
"Москва, ЦАО, р-н Пресненский, Звенигородское ш., 11На карте",Улица 1905 года ⋅ 10 мин. пешкомБеговая ⋅ 3 мин. на транспортеКраснопресненская ⋅ 2 мин. на транспорте,"76,09 м²
Общая
20,2 м²
Жилая
33,5 м²
Кухня
6 из 17
Этаж
2 кв. 2021
Срок сдачи",47 320 509 ₽,N_A,РосСтройИнвест,"Тип жилья
Новостройка
Площадь комнат
20.23 м²
Санузел
1 совмещенный, 1 раздельный
Отделка
Чистовая",N_A
"Москва, ЗАО, р-н Очаково-Матвеевское, Большая Очаковская ул., 2С1На карте",Аминьевское шоссе откроется в 2021 ⋅ 12 мин. пешкомМичуринский проспект ⋅ 19 мин. пешкомРаменки ⋅ 4 мин. на транспорте,"35,7 м²
Общая
10,3 м²
Жилая
17,1 м²
Кухня
30 из 32
Этаж
4 кв. 2022
Срок сдачи",9 535 470 ₽,N_A,ПИК,"Тип жилья
Новостройка
Площадь комнат
10.3 м²
Высота потолков
2,6 м
Санузел
1 совмещенный
Отделка
Чистовая",N_A
